회사명,거래소코드,회계년도,종업원수증가율
(주)가비아,79940,2012/12,10.47
(주)가비아,79940,2013/12,8.06
(주)가비아,79940,2014/12,8.33
(주)가비아,79940,2015/12,6.07
(주)가비아,79940,2016/12,2.29
(주)가비아,79940,2017/12,2.61
(주)가비아,79940,2018/12,1.82
(주)가비아,79940,2019/12,-1.07
(주)가비아,79940,2020/12,7.58
(주)가온칩스,399720,2018/12,
(주)가온칩스,399720,2019/12,
(주)가온칩스,399720,2020/12,0.0
(주)강스템바이오텍,217730,2013/12,
(주)강스템바이오텍,217730,2014/12,
(주)강스템바이오텍,217730,2015/12,0.0
(주)강스템바이오텍,217730,2016/12,27.42
(주)강스템바이오텍,217730,2017/12,-5.06
(주)강스템바이오텍,217730,2018/12,18.67
(주)강스템바이오텍,217730,2019/12,14.61
(주)강스템바이오텍,217730,2020/12,-8.82
(주)강원랜드,35250,2011/12,2.14
(주)강원랜드,35250,2012/12,1.24
(주)강원랜드,35250,2013/12,14.86
(주)강원랜드,35250,2014/12,-1.8
(주)강원랜드,35250,2015/12,0.81
(주)강원랜드,35250,2016/12,0.25
(주)강원랜드,35250,2017/12,1.76
(주)강원랜드,35250,2018/12,40.64
(주)강원랜드,35250,2019/12,-0.9
(주)강원랜드,35250,2020/12,-27.86
(주)강원에너지,114190,2011/11,14.63
(주)강원에너지,114190,2012/12,0.0
(주)강원에너지,114190,2013/12,10.89
(주)강원에너지,114190,2014/12,31.25
(주)강원에너지,114190,2015/12,-9.52
(주)강원에너지,114190,2016/12,-5.26
(주)강원에너지,114190,2017/12,8.73
(주)강원에너지,114190,2018/12,-13.14
(주)강원에너지,114190,2019/12,-10.08
(주)강원에너지,114190,2020/12,-49.53
(주)갤럭시아에스엠,11420,2011/12,12.12
(주)갤럭시아에스엠,11420,2012/12,8.11
(주)갤럭시아에스엠,11420,2013/12,25.0
(주)갤럭시아에스엠,11420,2014/12,26.0
(주)갤럭시아에스엠,11420,2015/12,47.62
(주)갤럭시아에스엠,11420,2016/12,15.05
(주)갤럭시아에스엠,11420,2017/12,17.76
(주)갤럭시아에스엠,11420,2018/12,-11.9
(주)갤럭시아에스엠,11420,2019/12,9.01
(주)갤럭시아에스엠,11420,2020/12,-33.06
(주)경농,2100,2011/12,-4.94
(주)경농,2100,2012/12,-0.65
(주)경농,2100,2013/12,1.63
(주)경농,2100,2014/12,9.32
(주)경농,2100,2015/12,1.76
(주)경농,2100,2016/12,-3.18
(주)경농,2100,2017/12,0.9
(주)경농,2100,2018/12,3.55
(주)경농,2100,2019/12,3.43
(주)경농,2100,2020/12,1.1
(주)경동나비엔,9450,2011/12,6.88
(주)경동나비엔,9450,2012/12,12.16
(주)경동나비엔,9450,2013/12,-7.91
(주)경동나비엔,9450,2014/12,5.68
(주)경동나비엔,9450,2015/12,4.46
(주)경동나비엔,9450,2016/12,14.3
(주)경동나비엔,9450,2017/12,7.03
(주)경동나비엔,9450,2018/12,10.05
(주)경동나비엔,9450,2019/12,8.76
(주)경동나비엔,9450,2020/12,17.99
(주)경동도시가스,267290,2017/12,
(주)경동도시가스,267290,2018/12,0.0
(주)경동도시가스,267290,2019/12,0.36
(주)경동도시가스,267290,2020/12,0.0
(주)경동인베스트,12320,2011/12,2.21
(주)경동인베스트,12320,2012/12,2.53
(주)경동인베스트,12320,2013/12,1.76
(주)경동인베스트,12320,2014/12,-2.42
(주)경동인베스트,12320,2015/12,1.77
(주)경동인베스트,12320,2016/12,-0.35
(주)경동인베스트,12320,2017/12,-96.15
(주)경동인베스트,12320,2018/12,18.18
(주)경동인베스트,12320,2019/12,-7.69
(주)경동인베스트,12320,2020/12,8.33
(주)경방,50,2011/12,10.63
(주)경방,50,2012/12,-2.36
(주)경방,50,2013/12,16.75
(주)경방,50,2014/12,0.44
(주)경방,50,2015/12,-9.43
(주)경방,50,2016/12,-6.67
(주)경방,50,2017/12,-12.37
(주)경방,50,2018/12,-8.15
(주)경방,50,2019/12,-43.94
(주)경방,50,2020/12,-47.88
(주)경보제약,214390,2011/12,
(주)경보제약,214390,2012/12,
(주)경보제약,214390,2013/12,0.0
(주)경보제약,214390,2014/12,0.0
(주)경보제약,214390,2015/12,0.0
(주)경보제약,214390,2016/12,4.52
(주)경보제약,214390,2017/12,-1.44
(주)경보제약,214390,2018/12,9.76
(주)경보제약,214390,2019/12,9.78
(주)경보제약,214390,2020/12,1.82
(주)경인양행,12610,2011/12,29.9
(주)경인양행,12610,2012/12,-2.91
(주)경인양행,12610,2013/12,17.44
(주)경인양행,12610,2014/12,2.09
(주)경인양행,12610,2015/12,6.59
(주)경인양행,12610,2016/12,3.62
(주)경인양행,12610,2017/12,6.38
(주)경인양행,12610,2018/12,19.73
(주)경인양행,12610,2019/12,-0.32
(주)경인양행,12610,2020/12,-0.16
(주)고려시멘트,198440,2014/12,
(주)고려시멘트,198440,2015/12,
(주)고려시멘트,198440,2016/12,
(주)고려시멘트,198440,2017/12,0.0
(주)고려시멘트,198440,2018/12,1.82
(주)고려시멘트,198440,2019/12,-13.39
(주)고려시멘트,198440,2020/12,-2.06
(주)고바이오랩,348150,2019/12,
(주)고바이오랩,348150,2020/12,0.0
(주)고영테크놀러지,98460,2011/12,22.73
(주)고영테크놀러지,98460,2012/12,24.69
(주)고영테크놀러지,98460,2013/12,10.89
(주)고영테크놀러지,98460,2014/12,26.79
(주)고영테크놀러지,98460,2015/12,8.1
(주)고영테크놀러지,98460,2016/12,2.61
(주)고영테크놀러지,98460,2017/12,7.94
(주)고영테크놀러지,98460,2018/12,20.0
(주)고영테크놀러지,98460,2019/12,15.93
(주)고영테크놀러지,98460,2020/12,-8.25
(주)골드앤에스,35290,2011/12,-9.04
(주)골드앤에스,35290,2012/12,-2.48
(주)골드앤에스,35290,2013/12,-27.39
(주)골드앤에스,35290,2014/12,-35.09
(주)골드앤에스,35290,2015/12,-29.73
(주)골드앤에스,35290,2016/12,15.38
(주)골드앤에스,35290,2017/12,-21.67
(주)골드앤에스,35290,2018/12,29.79
(주)골드앤에스,35290,2019/12,-19.67
(주)골드앤에스,35290,2020/12,-67.35
(주)골드퍼시픽,38530,2011/12,210.53
(주)골드퍼시픽,38530,2012/12,18.64
(주)골드퍼시픽,38530,2013/12,-20.0
(주)골드퍼시픽,38530,2014/12,-60.71
(주)골드퍼시픽,38530,2015/12,104.55
(주)골드퍼시픽,38530,2016/12,113.33
(주)골드퍼시픽,38530,2017/12,-68.75
(주)골드퍼시픽,38530,2018/12,-13.33
(주)골드퍼시픽,38530,2019/12,115.38
(주)골드퍼시픽,38530,2020/12,-51.79
(주)골프존,215000,2015/12,
(주)골프존,215000,2016/12,0.0
(주)골프존,215000,2017/12,-12.86
(주)골프존,215000,2018/12,92.62
(주)골프존,215000,2019/12,-15.32
(주)골프존,215000,2020/12,6.78
(주)골프존뉴딘홀딩스,121440,2011/12,0.0
(주)골프존뉴딘홀딩스,121440,2012/12,27.95
(주)골프존뉴딘홀딩스,121440,2013/12,-18.47
(주)골프존뉴딘홀딩스,121440,2014/12,-9.15
(주)골프존뉴딘홀딩스,121440,2015/12,-65.95
(주)골프존뉴딘홀딩스,121440,2016/12,15.49
(주)골프존뉴딘홀딩스,121440,2017/12,-30.49
(주)골프존뉴딘홀딩스,121440,2018/12,-50.0
(주)골프존뉴딘홀딩스,121440,2019/12,-26.32
(주)골프존뉴딘홀딩스,121440,2020/12,-16.67
(주)공구우먼,366030,2017/12,
(주)공구우먼,366030,2018/12,
(주)공구우먼,366030,2019/12,
(주)공구우먼,366030,2020/12,0.0
(주)광림,14200,2011/12,4.74
(주)광림,14200,2012/12,-2.51
(주)광림,14200,2013/12,11.86
(주)광림,14200,2014/12,0.0
(주)광림,14200,2015/12,9.22
(주)광림,14200,2016/12,-0.84
(주)광림,14200,2017/12,-4.26
(주)광림,14200,2018/12,-13.33
(주)광림,14200,2019/12,-4.1
(주)광림,14200,2020/12,-5.88
(주)광명전기,17040,2011/12,13.64
(주)광명전기,17040,2012/12,2.29
(주)광명전기,17040,2013/12,2.23
(주)광명전기,17040,2014/12,5.46
(주)광명전기,17040,2015/12,1.04
(주)광명전기,17040,2016/12,3.08
(주)광명전기,17040,2017/12,-5.47
(주)광명전기,17040,2018/12,1.05
(주)광명전기,17040,2019/12,1.04
(주)광명전기,17040,2020/12,17.53
(주)광무,29480,2011/12,3.4
(주)광무,29480,2012/12,-13.16
(주)광무,29480,2013/12,-71.97
(주)광무,29480,2014/12,194.59
(주)광무,29480,2015/12,-2.75
(주)광무,29480,2016/12,3.77
(주)광무,29480,2017/12,6.36
(주)광무,29480,2018/12,4.27
(주)광무,29480,2019/12,5.74
(주)광무,29480,2020/12,-8.53
(주)광주신세계,37710,2011/12,-0.96
(주)광주신세계,37710,2012/12,-5.81
(주)광주신세계,37710,2013/12,34.93
(주)광주신세계,37710,2014/12,-1.27
(주)광주신세계,37710,2015/12,-4.11
(주)광주신세계,37710,2016/12,-2.68
(주)광주신세계,37710,2017/12,-4.13
(주)광주신세계,37710,2018/12,-2.3
(주)광주신세계,37710,2019/12,-48.82
(주)광주신세계,37710,2020/12,-1.15
(주)구영테크,53270,2011/12,-5.91
(주)구영테크,53270,2012/12,13.09
(주)구영테크,53270,2013/12,23.15
(주)구영테크,53270,2014/12,9.4
(주)구영테크,53270,2015/12,-1.72
(주)구영테크,53270,2016/12,-0.7
(주)구영테크,53270,2017/12,6.69
(주)구영테크,53270,2018/12,-6.6
(주)구영테크,53270,2019/12,-12.37
(주)구영테크,53270,2020/12,3.63
(주)국동,5320,2011/12,-10.39
(주)국동,5320,2012/12,-13.04
(주)국동,5320,2013/12,8.33
(주)국동,5320,2014/12,3.08
(주)국동,5320,2015/12,8.96
(주)국동,5320,2016/12,-1.37
(주)국동,5320,2017/12,1.39
(주)국동,5320,2018/12,16.44
(주)국동,5320,2019/12,-5.88
(주)국동,5320,2020/12,-7.5
(주)국보,1140,2011/12,-0.52
(주)국보,1140,2012/12,-8.33
(주)국보,1140,2013/12,-1.7
(주)국보,1140,2014/12,-1.73
(주)국보,1140,2015/12,8.24
(주)국보,1140,2016/12,-22.83
(주)국보,1140,2017/12,-10.56
(주)국보,1140,2018/12,-3.15
(주)국보,1140,2019/12,10.57
(주)국보,1140,2020/12,-14.71
(주)국보디자인,66620,2011/12,9.92
(주)국보디자인,66620,2012/12,-0.38
(주)국보디자인,66620,2013/12,7.55
(주)국보디자인,66620,2014/12,0.0
(주)국보디자인,66620,2015/12,5.96
(주)국보디자인,66620,2016/12,16.56
(주)국보디자인,66620,2017/12,9.94
(주)국보디자인,66620,2018/12,-11.89
(주)국보디자인,66620,2019/12,-2.93
(주)국보디자인,66620,2020/12,2.72
(주)국순당,43650,2011/12,11.41
(주)국순당,43650,2012/12,-8.05
(주)국순당,43650,2013/12,-3.18
(주)국순당,43650,2014/12,-4.11
(주)국순당,43650,2015/12,-4.0
(주)국순당,43650,2016/12,-8.04
(주)국순당,43650,2017/12,-17.15
(주)국순당,43650,2018/12,1.56
(주)국순당,43650,2019/12,-4.62
(주)국순당,43650,2020/12,-5.65
(주)국영지앤엠,6050,2011/12,5.0
(주)국영지앤엠,6050,2012/12,-6.67
(주)국영지앤엠,6050,2013/12,4.08
(주)국영지앤엠,6050,2014/12,17.65
(주)국영지앤엠,6050,2015/12,-12.5
(주)국영지앤엠,6050,2016/12,7.62
(주)국영지앤엠,6050,2017/12,-1.77
(주)국영지앤엠,6050,2018/12,-3.6
(주)국영지앤엠,6050,2019/12,7.48
(주)국영지앤엠,6050,2020/12,5.22
(주)국전약품,307750,2018/12,
(주)국전약품,307750,2019/12,
(주)국전약품,307750,2020/12,0.0
(주)그래디언트,35080,2011/12,-31.4
(주)그래디언트,35080,2012/12,-76.27
(주)그래디언트,35080,2013/12,28.57
(주)그래디언트,35080,2014/12,38.89
(주)그래디언트,35080,2015/12,-24.0
(주)그래디언트,35080,2016/12,-42.11
(주)그래디언트,35080,2017/12,9.09
(주)그래디언트,35080,2018/12,-16.67
(주)그래디언트,35080,2019/12,220.0
(주)그래디언트,35080,2020/12,3478.13
(주)그리티,204020,2011/12,
(주)그리티,204020,2012/12,
(주)그리티,204020,2013/12,
(주)그리티,204020,2014/12,0.0
(주)그리티,204020,2015/12,0.0
(주)그리티,204020,2016/12,0.0
(주)그리티,204020,2017/12,0.0
(주)그리티,204020,2018/12,0.0
(주)그리티,204020,2019/12,2.13
(주)그리티,204020,2020/12,11.46
(주)그린플러스,186230,2011/12,
(주)그린플러스,186230,2012/12,
(주)그린플러스,186230,2013/12,
(주)그린플러스,186230,2014/12,
(주)그린플러스,186230,2015/12,
(주)그린플러스,186230,2016/12,
(주)그린플러스,186230,2017/12,
(주)그린플러스,186230,2018/12,0.0
(주)그린플러스,186230,2019/12,4.4
(주)그린플러스,186230,2020/12,10.53
(주)극동자동화,272420,2014/12,
(주)극동자동화,272420,2015/12,
(주)극동자동화,272420,2016/12,
(주)극동자동화,272420,2017/12,
(주)글로벌스탠다드테크놀로지,83450,2011/12,19.55
(주)글로벌스탠다드테크놀로지,83450,2012/12,24.77
(주)글로벌스탠다드테크놀로지,83450,2013/12,14.61
(주)글로벌스탠다드테크놀로지,83450,2014/12,17.97
(주)글로벌스탠다드테크놀로지,83450,2015/12,8.59
(주)글로벌스탠다드테크놀로지,83450,2016/12,10.97
(주)글로벌스탠다드테크놀로지,83450,2017/12,34.25
(주)글로벌스탠다드테크놀로지,83450,2018/12,3.6
(주)글로벌스탠다드테크놀로지,83450,2019/12,-1.82
(주)글로벌스탠다드테크놀로지,83450,2020/12,10.77
(주)금양,1570,2011/12,-2.6
(주)금양,1570,2012/12,5.33
(주)금양,1570,2013/12,7.59
(주)금양,1570,2014/12,20.0
(주)금양,1570,2015/12,-0.98
(주)금양,1570,2016/12,12.87
(주)금양,1570,2017/12,-4.39
(주)금양,1570,2018/12,-4.59
(주)금양,1570,2019/12,-7.69
(주)금양,1570,2020/12,0.0
(주)금오하이텍,165270,2011/12,
(주)금오하이텍,165270,2012/12,
(주)금오하이텍,165270,2013/12,
(주)금오하이텍,165270,2014/12,
(주)금오하이텍,165270,2015/12,
(주)금오하이텍,165270,2016/12,
(주)금호에이치티,214330,2011/12,
(주)금호에이치티,214330,2012/12,
(주)금호에이치티,214330,2013/12,0.0
(주)금호에이치티,214330,2014/12,0.0
(주)금호에이치티,214330,2015/12,0.0
(주)금호에이치티,214330,2016/12,-7.39
(주)금호에이치티,214330,2017/12,-8.17
(주)금호에이치티,214330,2018/12,8.47
(주)금호에이치티,214330,2019/12,2.54
(주)금호에이치티,214330,2020/12,-7.05
(주)금화피에스시,36190,2011/12,11.99
(주)금화피에스시,36190,2012/12,7.27
(주)금화피에스시,36190,2013/12,9.63
(주)금화피에스시,36190,2014/12,14.47
(주)금화피에스시,36190,2015/12,10.23
(주)금화피에스시,36190,2016/12,8.12
(주)금화피에스시,36190,2017/12,-2.5
(주)금화피에스시,36190,2018/12,70.66
(주)금화피에스시,36190,2019/12,-37.25
(주)금화피에스시,36190,2020/12,3.31
(주)기가레인,49080,2013/12,0.0
(주)기가레인,49080,2014/12,23.61
(주)기가레인,49080,2015/12,-3.45
(주)기가레인,49080,2016/12,-3.85
(주)기가레인,49080,2017/12,-42.86
(주)기가레인,49080,2018/12,11.0
(주)기가레인,49080,2019/12,-10.36
(주)기가레인,49080,2020/12,-12.56
(주)기산텔레콤,35460,2011/12,-26.4
(주)기산텔레콤,35460,2012/12,-8.7
(주)기산텔레콤,35460,2013/12,1.19
(주)기산텔레콤,35460,2014/12,15.29
(주)기산텔레콤,35460,2015/12,-12.24
(주)기산텔레콤,35460,2016/12,10.47
(주)기산텔레콤,35460,2017/12,-6.32
(주)기산텔레콤,35460,2018/12,-4.49
(주)기산텔레콤,35460,2019/12,-7.06
(주)기산텔레콤,35460,2020/12,-11.39
(주)까뮤이앤씨,13700,2011/12,-24.53
(주)까뮤이앤씨,13700,2012/12,0.0
(주)까뮤이앤씨,13700,2013/12,-3.75
(주)까뮤이앤씨,13700,2014/12,68.83
(주)까뮤이앤씨,13700,2015/12,22.31
(주)까뮤이앤씨,13700,2016/12,1.26
(주)까뮤이앤씨,13700,2017/12,0.62
(주)까뮤이앤씨,13700,2018/12,9.26
(주)까뮤이앤씨,13700,2019/12,-5.65
(주)까뮤이앤씨,13700,2020/12,-8.98
(주)까스텔바작,308100,2016/12,
(주)까스텔바작,308100,2017/12,0.0
(주)까스텔바작,308100,2018/12,0.0
(주)까스텔바작,308100,2019/12,0.0
(주)까스텔바작,308100,2020/12,-13.56
(주)나노,187790,2014/12,
(주)나노,187790,2015/12,0.0
(주)나노,187790,2016/12,-1.3
(주)나노,187790,2017/12,-6.58
(주)나노,187790,2018/12,-11.27
(주)나노,187790,2019/12,-28.57
(주)나노,187790,2020/12,28.89
(주)나노브릭,286750,2015/12,
(주)나노브릭,286750,2016/12,
(주)나노브릭,286750,2017/12,0.0
(주)나노브릭,286750,2018/12,0.0
(주)나노브릭,286750,2019/12,0.0
(주)나노브릭,286750,2020/12,-8.62
(주)나노신소재,121600,2011/12,27.62
(주)나노신소재,121600,2012/12,-0.75
(주)나노신소재,121600,2013/12,0.75
(주)나노신소재,121600,2014/12,12.69
(주)나노신소재,121600,2015/12,9.93
(주)나노신소재,121600,2016/12,7.23
(주)나노신소재,121600,2017/12,7.87
(주)나노신소재,121600,2018/12,1.56
(주)나노신소재,121600,2019/12,9.23
(주)나노신소재,121600,2020/12,1.88
(주)나노엔텍,39860,2011/12,43.1
(주)나노엔텍,39860,2012/12,6.02
(주)나노엔텍,39860,2013/12,1.14
(주)나노엔텍,39860,2014/12,5.62
(주)나노엔텍,39860,2015/12,13.83
(주)나노엔텍,39860,2016/12,31.78
(주)나노엔텍,39860,2017/12,-32.62
(주)나노엔텍,39860,2018/12,3.16
(주)나노엔텍,39860,2019/12,7.14
(주)나노엔텍,39860,2020/12,11.43
(주)나노트로닉스,10670,2011/12,5.41
(주)나노트로닉스,10670,2012/12,-20.51
(주)나래나노텍,137080,2011/12,
(주)나래나노텍,137080,2012/12,
(주)나래나노텍,137080,2013/12,
(주)나래나노텍,137080,2014/12,
(주)나래나노텍,137080,2015/12,
(주)나래나노텍,137080,2016/12,
(주)나래나노텍,137080,2017/12,0.0
(주)나래나노텍,137080,2018/12,0.0
(주)나래나노텍,137080,2019/12,0.0
(주)나래나노텍,137080,2020/12,0.0
(주)나무가,190510,2011/12,
(주)나무가,190510,2012/12,0.0
(주)나무가,190510,2013/12,0.0
(주)나무가,190510,2014/12,0.0
(주)나무가,190510,2015/12,0.0
(주)나무가,190510,2016/12,-4.83
(주)나무가,190510,2017/12,-7.25
(주)나무가,190510,2018/12,-16.41
(주)나무가,190510,2019/12,36.45
(주)나무가,190510,2020/12,-7.53
(주)나스미디어,89600,2011/12,0.0
(주)나스미디어,89600,2012/12,0.0
(주)나스미디어,89600,2013/12,0.0
(주)나스미디어,89600,2014/12,9.84
(주)나스미디어,89600,2015/12,6.13
(주)나스미디어,89600,2016/12,21.33
(주)나스미디어,89600,2017/12,17.22
(주)나스미디어,89600,2018/12,-0.31
(주)나스미디어,89600,2019/12,10.03
(주)나스미디어,89600,2020/12,4.84
(주)나이벡,138610,2011/12,0.0
(주)나이벡,138610,2012/12,6.9
(주)나이벡,138610,2013/12,45.16
(주)나이벡,138610,2014/12,-2.22
(주)나이벡,138610,2015/12,13.64
(주)나이벡,138610,2016/12,14.0
(주)나이벡,138610,2017/12,-3.51
(주)나이벡,138610,2018/12,5.45
(주)나이벡,138610,2019/12,22.41
(주)나이벡,138610,2020/12,-7.04
(주)나이스디앤비,130580,2011/12,0.0
(주)나이스디앤비,130580,2012/12,6.19
(주)나이스디앤비,130580,2013/12,-4.85
(주)나이스디앤비,130580,2014/12,13.27
(주)나이스디앤비,130580,2015/12,2.7
(주)나이스디앤비,130580,2016/12,35.09
(주)나이스디앤비,130580,2017/12,32.47
(주)나이스디앤비,130580,2018/12,28.43
(주)나이스디앤비,130580,2019/12,12.21
(주)나이스디앤비,130580,2020/12,12.24
(주)나이스홀딩스,34310,2011/12,18.75
(주)나이스홀딩스,34310,2012/12,7.89
(주)나이스홀딩스,34310,2013/12,-4.88
(주)나이스홀딩스,34310,2014/12,0.0
(주)나이스홀딩스,34310,2015/12,15.38
(주)나이스홀딩스,34310,2016/12,-26.67
(주)나이스홀딩스,34310,2017/12,6.06
(주)나이스홀딩스,34310,2018/12,5.71
(주)나이스홀딩스,34310,2019/12,29.73
(주)나이스홀딩스,34310,2020/12,6.25
(주)나이코,192240,2012/12,
(주)나이코,192240,2013/12,
(주)나이코,192240,2014/12,
(주)나이코,192240,2015/12,
(주)나인테크,267320,2017/12,
(주)나인테크,267320,2018/12,
(주)나인테크,267320,2019/12,
(주)나인테크,267320,2020/12,0.0
(주)남선알미늄,8350,2011/12,2.29
(주)남선알미늄,8350,2012/12,-2.24
(주)남선알미늄,8350,2013/12,-1.37
(주)남선알미늄,8350,2014/12,-0.46
(주)남선알미늄,8350,2015/12,-8.86
(주)남선알미늄,8350,2016/12,2.56
(주)남선알미늄,8350,2017/12,-3.0
(주)남선알미늄,8350,2018/12,8.4
(주)남선알미늄,8350,2019/12,-2.06
(주)남선알미늄,8350,2020/12,-3.72
(주)남성,4270,2011/12,-11.94
(주)남성,4270,2012/12,15.25
(주)남성,4270,2013/12,-1.47
(주)남성,4270,2014/12,-13.43
(주)남성,4270,2015/12,-1.72
(주)남성,4270,2016/12,8.77
(주)남성,4270,2017/12,-1.61
(주)남성,4270,2018/12,-6.56
(주)남성,4270,2019/12,-5.26
(주)남성,4270,2020/12,-3.7
(주)내츄럴엔도텍,168330,2012/12,
(주)내츄럴엔도텍,168330,2013/12,0.0
(주)내츄럴엔도텍,168330,2014/12,68.09
(주)내츄럴엔도텍,168330,2015/12,-21.52
(주)내츄럴엔도텍,168330,2016/12,11.29
(주)내츄럴엔도텍,168330,2017/12,-7.25
(주)내츄럴엔도텍,168330,2018/12,6.25
(주)내츄럴엔도텍,168330,2019/12,10.29
(주)내츄럴엔도텍,168330,2020/12,-1.33
(주)네오리진,94860,2011/12,7.69
(주)네오리진,94860,2012/12,0.0
(주)네오리진,94860,2013/12,-7.14
(주)네오리진,94860,2014/12,-2.31
(주)네오리진,94860,2015/12,-52.76
(주)네오리진,94860,2016/12,-8.33
(주)네오리진,94860,2017/12,-10.91
(주)네오리진,94860,2018/12,-12.24
(주)네오리진,94860,2019/12,0.0
(주)네오리진,94860,2020/12,13.95
(주)네오셈,253590,2016/12,
(주)네오셈,253590,2017/12,
(주)네오셈,253590,2018/12,
(주)네오셈,253590,2019/12,0.0
(주)네오셈,253590,2020/12,11.11
(주)네오오토,212560,2011/12,
(주)네오오토,212560,2012/12,
(주)네오오토,212560,2013/12,0.0
(주)네오오토,212560,2014/12,0.0
(주)네오오토,212560,2015/12,0.0
